id,t,avg_mood_t,std_mood_t,trend_mood_t,avg_valence_t,std_valence_t,trend_valence_t,avg_arousal_t,std_arousal_t,trend_arousal_t,avg_screen_t,std_screen_t,trend_screen_t,target_day,avg_mood_target,std_mood_target,trend_mood_target
AS14.05,day 1-5,6.555555555555555,1.11665284679121,0.04953560371517027,0.5555555555555556,0.8314794192830981,0.010319917440660482,-0.2222222222222222,1.1331154474650633,0.04334365325077398,73.68876905826178,227.77601876372324,0.04932703273188718,day 6,6.75,0.4330127018922193,-0.09999999999999998
AS14.05,day 2-6,6.523809523809524,1.0056529562829943,0.05974025974025972,0.5238095238095238,0.7315376902732007,0.033766233766233764,0.047619047619047616,1.1741740958036144,0.07142857142857141,75.42645023095663,232.14589642975412,0.02211968348593704,day 7,7.2,0.7483314773547882,0.09999999999999999
AS14.05,day 3-7,6.761904761904762,1.0190921218587,0.07402597402597402,0.6190476190476191,0.6529194857524805,0.04415584415584416,0.2857142857142857,1.2009066869446183,0.11298701298701297,73.24393750309945,223.64173531957852,0.06621999109955656,day 8,7.25,0.4330127018922193,-0.29999999999999993
AS14.05,day 4-8,6.909090909090909,0.9958591954639385,0.06437041219649917,0.7727272727272727,0.5978612017257229,0.027667984189723323,0.36363636363636365,1.1499191491521379,0.03952569169960475,66.12801235045917,211.38260255369832,-0.07079819890430743,day 9,3.75,0.4330127018922193,0.09999999999999998
AS14.05,day 5-9,6.523809523809524,1.4677176197545183,-0.1519480519480519,0.5238095238095238,0.8518354199999199,-0.0818181818181818,0.09523809523809523,1.3418097908195592,-0.13116883116883116,63.46464364699898,195.59638781442908,-0.21415619667963595,day 10,4.4,1.0198039027185568,0.20000000000000004
AS14.05,day 6-10,5.863636363636363,1.6319384610014764,-0.1767363071710898,0.09090909090909091,1.083306844346635,-0.11405985319028795,-0.2727272727272727,1.513028816099385,-0.17843026538678708,59.248476047001915,117.83383190353854,-0.052067026796378056,day 11,3.75,0.4330127018922193,0.29999999999999993
AS14.05,day 7-11,5.318181818181818,1.7421607178851637,-0.2083568605307736,-0.22727272727272727,1.1254016730127225,-0.11575381140598531,-0.8181818181818182,1.4658650451451911,-0.17504234895539245,64.71060144728509,125.7663799695243,0.19574851966203963,day 12,5.333333333333333,0.4714045207910317,0.4999999999999999
AS14.05,day 8-12,4.85,1.4585952145814822,-0.09999999999999999,-0.4,1.0677078252031311,-0.03458646616541355,-1.3,1.1445523142259597,-0.06466165413533838,73.83738688953588,165.79739965285913,0.3003934325491858,day 13,5.5,0.5,-2.482534153247273e-17
AS14.05,day 9-13,4.5,0.9746794344808963,0.1067669172932331,-0.55,0.9205976319760985,0.09849624060150379,-1.4,0.9695359714832659,0.07969924812030078,95.27589456240337,198.33997229084096,0.1713481086718494,day 14,5.8,0.39999999999999997,0.20000000000000004
AS14.05,day 10-14,4.9523809523809526,0.9988655696858585,0.11298701298701297,-0.2857142857142857,0.8806305718527109,0.0948051948051948,-1.0952380952380953,1.0647942749998998,0.08051948051948049,109.87817889574336,227.96376484156417,-0.024750839389413238,day 15,6.2,0.39999999999999997,0.10000000000000002
AS14.05,day 11-15,5.380952380952381,0.9499970163457144,0.1298701298701298,0.09523809523809523,0.8109231602822097,0.08311688311688312,-0.7619047619047619,1.0190921218587,0.11688311688311685,106.6376685332455,216.30961951334584,-0.17687062660867905,day 16,6.4,0.48989794855663565,-0.20000000000000004
AS14.05,day 12-16,5.909090909090909,0.5961307749365454,0.06211180124223602,0.5,0.5838742081211422,0.04912478825522304,-0.45454545454545453,0.8907235428302465,0.041784302653867886,87.82421343618158,197.53500954653705,-0.24267294951194404,day 17,6.2,0.39999999999999997,0.10000000000000002
AS14.05,day 13-17,6.041666666666667,0.5384519993050035,0.03956521739130434,0.5833333333333334,0.5713045500334204,0.041739130434782605,-0.4583333333333333,0.8154327412825385,-0.0021739130434782683,78.47195728939383,173.63508762385382,-0.27579211253058067,day 18,6.8,0.39999999999999997,-0.10000000000000002
