id,t,avg_mood_t,std_mood_t,trend_mood_t,avg_valence_t,std_valence_t,trend_valence_t,avg_arousal_t,std_arousal_t,trend_arousal_t,avg_screen_t,std_screen_t,trend_screen_t,target_day,avg_mood_target,std_mood_target,trend_mood_target
AS14.16,day 1-5,7.0,0.7977240352174656,-0.02710333145115754,0.7727272727272727,0.6695872664843744,-0.018633540372670808,-0.36363636363636365,1.3329889362377436,-0.021456804065499706,41.30263634703375,63.99491778301244,1.3322307251808592,day 6,6.6,0.48989794855663565,-0.3
AS14.16,day 2-6,6.84,0.7310266752998826,-0.01538461538461538,0.68,0.6144916598294886,-0.0069230769230769216,-0.2,1.3856406460551018,0.01692307692307691,38.66641935994548,55.316872008033315,-0.2441889644074383,day 7,6.4,0.4898979485566356,0.09999999999999999
AS14.16,day 3-7,6.64,0.6248199740725323,-0.0007692307692307713,0.64,0.6248199740725324,-0.0030769230769230743,-0.12,1.3948476619330155,0.011538461538461544,37.15053125843405,54.826179897331244,-0.33684807616821527,day 8,5.666666666666667,1.247219128924647,1.4999999999999993
AS14.16,day 4-8,6.565217391304348,0.8249419983047946,-0.04446640316205533,0.5652173913043478,0.711769806249778,-0.0009881422924901176,-0.13043478260869565,1.4235396124995565,0.07411067193675887,36.00759375095368,53.66415174852187,-0.5313575086357828,day 9,6.8,0.39999999999999997,0.20000000000000004
AS14.16,day 5-9,6.608695652173913,0.8203461853962265,-0.03063241106719367,0.6521739130434783,0.6983642784438698,0.019762845849802372,0.2608695652173913,1.3583042914620267,0.08003952569169959,34.76289062574506,55.55945554652357,-0.6974680171835996,day 10,6.5,0.8660254037844386,0.19999999999999996
AS14.16,day 6-10,6.454545454545454,0.7820295697311479,0.00790513833992094,0.6818181818181818,0.5548434370788047,0.017504234895539237,0.5,1.3055824196677337,0.04121964991530208,44.438550007343295,120.13382478018947,1.3539694071610981,day 11,7.0,0.0,0.0
AS14.16,day 7-11,6.545454545454546,0.7820295697311477,0.04856013551665725,0.7727272727272727,0.5162643950727521,0.029926595143986448,0.4090909090909091,1.336858288168431,0.011857707509881441,60.61293023131612,146.849390040954,2.54433328343532,day 12,6.4,0.48989794855663565,1.7554167342883506e-17
AS14.16,day 8-12,6.545454545454546,0.7820295697311478,0.029361942405420657,0.8181818181818182,0.4895604370122276,0.01806888763410503,0.4090909090909091,1.336858288168431,-0.03218520609824959,55.25487272956154,131.8801166123968,0.25462381014060176,day 13,6.0,1.0954451150103321,0.3000000000000002
AS14.16,day 9-13,6.541666666666667,0.7626252174051302,-0.030869565217391294,0.8333333333333334,0.4714045207910317,-0.010434782608695651,0.4166666666666667,1.2555432644432802,-0.005217391304347826,55.14596970153577,122.61779840229808,-0.8150719970915725,day 14,5.6,1.0198039027185568,0.39999999999999997
AS14.16,day 10-14,6.291666666666667,0.9344858955002419,-0.05173913043478261,0.7083333333333334,0.6109532624422992,-0.016086956521739127,0.25,1.299038105676658,0.012173913043478281,93.34152381760735,264.52409617813146,1.6007496153681167,day 15,6.0,0.7071067811865476,0.19999999999999996
AS14.16,day 11-15,6.208333333333333,0.9119195261766371,-0.05173913043478261,0.625,0.6959705453537527,-0.029999999999999992,0.16666666666666666,1.3123346456686351,0.018260869565217382,98.7302343845368,283.1565643291923,4.067182393825107,day 16,6.5,0.5,0.19999999999999996
AS14.16,day 12-16,6.086956521739131,0.8803676839702864,0.00790513833992095,0.5652173913043478,0.711769806249778,-0.0019762845849802353,0.043478260869565216,1.334435587236766,-0.02865612648221343,82.58804054195824,263.9580777285776,1.1134926467063662,day 17,6.0,0.816496580927726,0.4999999999999998
AS14.16,day 13-17,6.0,0.9258200997725514,0.03506493506493507,0.5,0.7416198487095663,0.015037593984962398,0.0,1.3038404810405297,-0.07518796992481205,78.735272723359,258.8917700459255,-0.8033914506808336,day 18,5.4,2.244994432064365,-0.8999999999999999
AS14.16,day 14-18,5.857142857142857,1.3552618543578767,-0.011688311688311687,0.6,0.66332495807108,0.04661654135338347,-0.05,1.4654350889752845,0.018796992481203003,86.93754412496799,277.5518493964693,-3.35944697788828,day 19,6.0,0.0,0.0
AS14.16,day 15-19,5.95,1.2835497652993435,-0.0368421052631579,0.631578947368421,0.581334790378277,0.026315789473684213,-0.15789473684210525,1.4239736061545982,0.05087719298245616,52.41874242912643,164.18015564005043,-1.7412368013097115,day 20,5.8,0.7483314773547882,0.5000000000000001
AS14.16,day 16-20,5.904761904761905,1.2688488185213551,-0.03116883116883116,0.7,0.45825756949558394,-0.003007518796992478,-0.25,1.3369741957120937,0.03233082706766917,47.702585717609985,155.00622101352258,1.2423432948760174,day 21,6.4,0.8,-0.10000000000000006
AS14.16,day 17-21,5.909090909090909,1.2759698952380183,0.02936194240542067,0.7619047619047619,0.4259177099999599,0.014285714285714289,-0.14285714285714285,1.2830660557435696,-0.005194805194805196,194.3148305173649,1093.24250364347,15.128161250729796,day 22,6.25,1.299038105676658,-0.30000000000000004
AS14.16,day 18-22,5.956521739130435,1.334435587236766,0.039525691699604744,0.7391304347826086,0.5289358721998452,-0.00691699604743083,-0.17391304347826086,1.273549436163201,-0.02470355731225295,248.7394222365487,1246.7726927286183,19.605146243543988,day 23,6.2,0.7483314773547882,0.5
AS14.16,day 19-23,6.130434782608695,0.8497747950300897,0.02569169960474308,0.6956521739130435,0.5465132647815886,0.015810276679841903,-0.30434782608695654,1.0808524256222656,0.009881422924901169,221.30634782970827,1041.1724008697042,-0.6784007305553664,day 24,7.0,0.0,0.0
